judet,localitate,url,retry_alive,retry_status
MARAMURES,ORAS VISEU DE SUS,https://www.viseudesus.ro,no,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of 
MARAMURES,RUSCOVA,https://N/A,no,fara url
MARAMURES,VADU IZEI,https://N/A,no,fara url
MARAMURES,VIMA MICA,https://N/A,no,fara url
MARAMURES,IEUD,https://N/A,no,fara url
MEHEDINTI,BALA,http://www.primariacomuneibala.ro,yes,403
MARAMURES,BISTRA,https://www.primariabistra.ro,no,dns_failed_real
MEHEDINTI,BALACITA,https://N/A,no,fara url
MARAMURES,COAS,https://www.primariacoas.ro,no,dns_failed_real
MEHEDINTI,BALTA,https://N/A,no,fara url
MEHEDINTI,BREZNITA-MOTRU,https://N/A,no,fara url
MEHEDINTI,BROSTENI,https://N/A,no,fara url
IASI,TODIRESTI,http://www.primariatodiresti.ro,yes,200
MEHEDINTI,CAZANESTI,https://N/A,no,fara url
MARAMURES,POIENILE DE SUB MUNTE,http://www.primariapoieniledesubmunte.ro,no,dns_failed_real
MEHEDINTI,CIRESU,https://N/A,no,fara url
MEHEDINTI,MUNICIPIUL ORSOVA,https://www.primariaorsova.ro,yes,200
MEHEDINTI,CUJMIR,https://N/A,no,fara url
MEHEDINTI,DARVARI,https://N/A,no,fara url
MARAMURES,SACEL,http://www.primariasacel.ro,no,dns_failed_real
MEHEDINTI,DUMBRAVA,https://N/A,no,fara url
MEHEDINTI,ESELNITA,https://N/A,no,fara url
MEHEDINTI,FLORESTI,https://N/A,no,fara url
MARAMURES,SAPANTA,https://www.primaria-sapanta.com,no,dns_failed_real
MEHEDINTI,GARLA MARE,https://N/A,no,fara url
MEHEDINTI,GRECI,https://N/A,no,fara url
MEHEDINTI,GROZESTI,https://N/A,no,fara url
MEHEDINTI,GRUIA,https://N/A,no,fara url
MEHEDINTI,HINOVA,https://N/A,no,fara url
MEHEDINTI,HUSNICIOARA,https://N/A,no,fara url
MEHEDINTI,ILOVAT,https://N/A,no,fara url
MEHEDINTI,ISVERNA,https://N/A,no,fara url
MEHEDINTI,IZVORU BARZII,https://N/A,no,fara url
MEHEDINTI,LIVEZILE,https://N/A,no,fara url
MEHEDINTI,OBARSIA DE CAMP,https://N/A,no,fara url
MEHEDINTI,OBARSIA-CLOSANI,https://N/A,no,fara url
MEHEDINTI,OPRISOR,https://N/A,no,fara url
MEHEDINTI,PADINA,https://N/A,no,fara url
MEHEDINTI,POROINA MARE,https://N/A,no,fara url
MEHEDINTI,PRISTOL,https://N/A,no,fara url
MEHEDINTI,SALCIA,https://N/A,no,fara url
MEHEDINTI,SISESTI,https://N/A,no,fara url
MEHEDINTI,STANGACEAUA,https://N/A,no,fara url
MEHEDINTI,TAMNA,https://N/A,no,fara url
MEHEDINTI,VANJULET,https://N/A,no,fara url
MEHEDINTI,VLADAIA,https://N/A,no,fara url
MEHEDINTI,VOLOIAC,https://N/A,no,fara url
MEHEDINTI,VRATA,https://N/A,no,fara url
MARAMURES,SIEU,http://primaria-sieu.ro,no,dns_failed_real
MURES,ACATARI,https://www.acatari.ro,yes,200
MARAMURES,RONA DE SUS,https://www.primariaronadesus.ro,yes,200
MARAMURES,OARTA DE JOS,https://www.oartadejos.ro,yes,200
MEHEDINTI,PUNGHINA,http://www.primariapunghina.ro,yes,200
MEHEDINTI,GODEANU,https://primaria-godeanu.ro,no,dns_failed_real
MEHEDINTI,JIANA,https://primaria-jiana.ro,no,dns_failed_real
MURES,BALAUSERI,http://balauseri.ro,yes,200
MEHEDINTI,MALOVAT,http://www.primariamalovat.ro,no,dns_failed_real
MEHEDINTI,PODENI,http://comunapodenimh.ro,no,dns_failed_real
MURES,BERENI,https://www.bereni.ro,yes,200
MURES,ORAS SANGEORGIU DE PADURE,https://sgpadure.ro,yes,200
MURES,BATOS,https://www.primariabatos.ro,yes,200
MEHEDINTI,PRUNISOR,http://www.primariaprunisor.ro,no,dns_failed_real
MURES,GREBENISU DE CAMPIE,https://www.grebenisudecimpie.ro,yes,200
MURES,FARAGAU,https://N/A,no,fara url
MEHEDINTI,ROGOVA,http://www.cetateaseverinului.ro,no,dns_failed_real
MURES,FANTANELE,https://www.fantanele-ms.ro,yes,200
MURES,CRACIUNESTI,https://www.comunacraciunesti.ro,yes,200
MURES,BRANCOVENESTI,https://www.primariabrincovenesti.ro,yes,200
MURES,BALA,https://www.primariabala.ro,yes,200
MARAMURES,STRAMTURA,https://www.primariastramtura.ro,no,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of 
MURES,GALESTI,https://galesti.ro/ro,yes,404
MURES,MADARAS,https://N/A,no,fara url
MURES,MICA,https://www.primaria-mica.ro,yes,200
MURES,NEAUA,https://www.neaua.ro,yes,200
MURES,GHINDARI,https://www.ghindari.ro/c,yes,404
MURES,MIHESU DE CAMPIE,https://www.mihesudecimpie.ro,yes,200
MURES,MAGHERANI,https://www.comunamagherani.ro,yes,200
MURES,GURGHIU,https://www.comunagurghiu.ro,yes,200
MURES,GHEORGHE DOJA,https://www.gheorghedoja.ro,yes,200
MURES,GLODENI,http://www.primariaglodeni.ro/ro,yes,200
MURES,PANET,http://panit.ro/ro/primaria-panet,yes,403
MURES,RASTOLITA,https://www.comunarastolita.ro,yes,200
MURES,EREMITU,https://eremitu.ro,yes,200
MURES,VIISOARA,https://www.viisoarams.ro,yes,200
MURES,SANCRAIU DE MURES,http://www.sancraiums.ro,yes,200
MURES,RUSII-MUNTI,https://rusiimunti.com,yes,200
NEAMT,ORAS ROZNOV,https://www.primariaroznov.ro,yes,200
MURES,PASARENI,https://www.pasareni.ro,yes,200
MURES,PAPIU ILARIAN,https://papiuilarian.ro,no,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of 
MURES,VARGATA,http://ms.ovelo.ro/vargata,yes,200
MURES,LUNCA,https://www.comunalunca.ro,yes,200
NEAMT,BAHNA,http://www.bahna.ro,yes,200
MURES,CHETANI,https://www.primariachetani.ro,yes,200
NEAMT,BICAZU ARDELEAN,https://comunabicazuardelean.ro,yes,200
NEAMT,BIRA,https://bira.ro/prima-pagina,yes,404
NEAMT,BARGAUANI,http://www.comunabirgauani.ro,no,dns_failed_real
NEAMT,DOBRENI,https://primariadobreni.ro,no,dns_failed_real
NEAMT,ALEXANDRU CEL BUN,http://www.pacb.ro,no,dns_failed_real
OLT,CRAMPOIA,http://www.primariacrimpoia.ro,yes,200
NEAMT,ZANESTI,http://www.comunazanesti.ro,yes,200
OLT,BARASTI,http://www.primariabarastiolt.ro,yes,200
NEAMT,GARCINA,http://www.primariagircina.ro,no,dns_failed_real
OLT,BARZA,http://www.primariabirzaolt.ro,yes,200
OLT,BREBENI,http://www.primariabrebeni.ro,yes,200
OLT,DOBROSLOVENI,http://www.dobrosloveni.ro,yes,200
OLT,GOSTAVATU,http://www.primariagostavatu.ro,yes,200
NEAMT,CEAHLAU,http://www.primariaceahlau.ro,yes,200
NEAMT,TIMISESTI,http://comunatimisesti.eu,no,dns_failed_real
OLT,GRADINILE,https://N/A,no,fara url
OLT,CURTISOARA,http://www.primariacurtisoara.ro,yes,200
OLT,ICOANA,http://www.primariaicoana.ro,yes,200
OLT,GURA PADINII,https://N/A,no,fara url
OLT,LELEASCA,http://www.primarialeleasca.ro,yes,200
OLT,ORAS SCORNICESTI,https://primariascornicesti.ro,yes,500
NEAMT,URECHENI,http://urecheni.ro,no,dns_failed_real
OLT,FALCOIU,http://www.primariacomuneifalcoiu.ro,yes,200
NEAMT,TRIFESTI,https://www.primariatrifesti.ro,yes,200
OLT,MOVILENI,https://N/A,no,fara url
OLT,NICOLAE TITULESCU,https://N/A,no,fara url
OLT,BALDOVINESTI,https://baldovinesti.ro,no,dns_failed_real
OLT,POBORU,http://www.primariapoboru.ro,yes,200
OLT,RADOMIRESTI,http://www.primariaradomiresti.ro,yes,200
OLT,SEACA,https://www.primariaseaca.ro,yes,200
NEAMT,VALENI,http://valeni-neamt.ro,no,dns_failed_real
OLT,PRISEACA,https://N/A,no,fara url
OLT,TIA MARE,http://www.primariatiamare.ro,yes,200
OLT,TRAIAN,https://traian.ghidulprimariilor.ro,yes,200
OLT,STEFAN CEL MARE,https://N/A,no,fara url
OLT,TUFENI,http://www.primariatufeni.ro,yes,200
OLT,FARCASELE,http://www.primaria-farcasele.ro,yes,200
OLT,VALEA MARE,http://www.primaria-valeamare.ro,yes,200
OLT,VISINA,https://N/A,no,fara url
OLT,DOBROTEASA,http://www.primariadobroteasa.ro,yes,200
OLT,VITOMIRESTI,https://www.primariavitomiresti.ro,yes,200
OLT,SERBANESTI,http://www.primariaserbanesti.ro,yes,200
OLT,COLONESTI,http://www.primariacolonesti.ro,yes,200
OLT,MARUNTEI,http://www.primariamaruntei.ro,yes,200
PRAHOVA,APOSTOLACHE,https://www.cjph.ro/judetul-prahova/localitatile-judetului/48-primaria-apostolache,yes,404
OLT,GROJDIBODU,http://www.primariagrojdibodu.ro,no,dns_failed_real
OLT,PLESOIU,http://www.primariaplesoiu.ro,no,dns_failed_real
OLT,VALENI,https://primariavaleniolt.ro,no,dns_failed_real
PRAHOVA,ORAS BOLDESTI-SCAENI,http://pbs.infoprimarie.ro,no,dns_failed_real
OLT,OBOGA,http://www.primariaoboga.ro,no,dns_failed_real
PRAHOVA,FLORESTI,https://www.cjph.ro/judetul-prahova/localitatile-judetului/106-primaria-floresti,yes,404
PRAHOVA,BANESTI,http://www.banestiprahova.ro,yes,200
PRAHOVA,COCORASTII COLT,https://cocorastiicolt.europrahova.eu,no,dns_failed_real
PRAHOVA,COLCEAG,http://colceag.infoprimarie.ro,no,dns_failed_real
PRAHOVA,BATRANI,https://primariabatrani.ro,yes,200
PRAHOVA,DUMBRAVA,http://dumbrava.infoprimarie.ro,no,dns_failed_real
PRAHOVA,CEPTURA,http://comunaceptura.ro,yes,200
PRAHOVA,BLEJOI,http://www.primariablejoi.ro,yes,200
PRAHOVA,PODENII NOI,https://www.cjph.ro/judetul-prahova/localitatile-judetului/128-primaria-podenii-noi,yes,404
PRAHOVA,FANTANELE,http://fintinele.infoprimarie.ro,no,dns_failed_real
PRAHOVA,SECARIA,https://www.cjph.ro/judetul-prahova/localitatile-judetului/144-primaria-secaria,yes,404
PRAHOVA,ARICESTII ZELETIN,http://www.primariaaricesti.ro,yes,200
PRAHOVA,BABA ANA,https://www.primariababaana.ro,yes,200
PRAHOVA,JUGURENI,https://www.primariajugureni.ro,yes,200
PRAHOVA,BALTA DOAMNEI,https://baltadoamnei.europrahova.eu,no,dns_failed_real
PRAHOVA,IZVOARELE,http://www.izvoarele-ph.ro,yes,200
PRAHOVA,LIPANESTI,https://www.lipanesti.ro,yes,200
PRAHOVA,CERASU,https://www.primariacerasu.ro,yes,200
SATU MARE,CEHAL,https://N/A,no,fara url
SATU MARE,CAUAS,https://N/A,no,fara url
SATU MARE,SAUCA,https://N/A,no,fara url
SATU MARE,DOBA,http://www.primariadoba.ro,yes,200
PRAHOVA,PACURETI,http://comunapacureti.ro,no,dns_failed_real
PRAHOVA,CHIOJDEANCA,http://chiojdeanca.infoprimarie.ro,no,dns_failed_real
PRAHOVA,SALCIILE,https://salciile.informare.ro,no,dns_failed_real
PRAHOVA,SCORTENI,http://www.primariascorteni.ro,no,dns_failed_real
SATU MARE,GHERTA MICA,https://www.primariaghertamica.ro,yes,200
SATU MARE,ODOREU,https://www.odoreu.ro,yes,200
SATU MARE,VAMA,https://vama-sm.ro,no,RemoteDisconnected: Remote end closed connection without response
SATU MARE,TARSOLT,https://primariatarsolt.ro,yes,200
IASI,ERBICENI,http://primariaerbiceni.ro,no,URLError: <urlopen error timed out>
SATU MARE,VIILE SATU MARE,http://viilesatumare.ro,yes,200
SATU MARE,URZICENI,https://www.comunaurziceni.ro,yes,200
SALAJ,ALMASU,https://www.facebook.com/pages/category/Public-Service/Primaria-Almasu-113294830312763,yes,400
SATU MARE,PAULESTI,https://paulestism.ro,yes,200
SALAJ,GALGAU,https://www.primariagilgau.ro,yes,200
SALAJ,BALAN,https://primariabalan.ro/site,yes,404
SALAJ,BENESAT,http://comunabenesat.ro,yes,200
SATU MARE,BERVENI,http://www.berveni.eu,no,dns_failed_real
SATU MARE,TURT,https://www.primariaturt.ro,yes,200
SALAJ,AGRIJ,https://www.comunaagrij.ro,no,dns_failed_real
SALAJ,FILDU DE JOS,https://www.primariafildudejos.ro,no,RemoteDisconnected: Remote end closed connection without response
SALAJ,BANISOR,https://www.primariabanisor.ro,yes,200
SALAJ,SAG,https://www.primariasig.ro,yes,200
SALAJ,BABENI,http://comunababenisalaj.ro,no,dns_failed_real
SALAJ,MESESENII DE JOS,https://www.meseseniidejos.ro,yes,200
SATU MARE,MICULA,https://comunamicula.ro,yes,200
SALAJ,BOCSA,https://www.comunabocsa.ro,yes,200
SALAJ,ZIMBOR,https://N/A,no,fara url
SALAJ,CUZAPLAC,https://N/A,no,fara url
SALAJ,CHIESD,http://www.primariachiesd.ro,no,dns_failed_real
SALAJ,SARMASAG,https://www.sarmasag.ro/ro/home.html,yes,404
SALAJ,CRISTOLT,https://www.comunacristolt.ro,yes,200
SALAJ,ZALHA,https://www.comunazalha.ro,yes,200
SALAJ,SOMES-ODORHEI,https://www.comunasomesodorhei.ro,yes,200
SIBIU,MUNICIPIUL SIBIU,https://www.sibiu.ro,yes,200
SALAJ,BOBOTA,http://www.primariabobota.ro,yes,200
SUCEAVA,ADANCATA,https://N/A,no,fara url
SALAJ,LETCA,http://comuna-letca.ro,no,dns_failed_real
SUCEAVA,MUNICIPIUL RADAUTI,https://primariaradauti.ro,yes,200
SIBIU,CHIRPAR,https://chirpar.ro,yes,200
SIBIU,ORAS AVRIG,https://primaria-avrig.ro,yes,200
SIBIU,ORAS AGNITA,https://primaria-agnita.ro,yes,200
SUCEAVA,ORAS CAJVANA,https://www.cajvana.ro,yes,200
SALAJ,PERICEI,http://comunapericei.ro,no,dns_failed_real
SIBIU,SADU,https://www.sadu.ro,yes,200
SUCEAVA,ORAS DOLHASCA,https://primariadolhasca.ro,yes,200
SIBIU,TILISCA,https://www.comunatilisca.ro,yes,200
SUCEAVA,BOTOSANA,https://N/A,no,fara url
SALAJ,VARSOLT,http://virsolt.ro,no,dns_failed_real
SIBIU,TURNU ROSU,https://primariaturnurosu.ro,yes,200
SUCEAVA,BUNESTI,https://N/A,no,fara url
SUCEAVA,DRAGOIESTI,https://N/A,no,fara url
SUCEAVA,CARLIBABA,http://www.primariacirlibaba.ro,yes,200
SUCEAVA,DUMBRAVENI,https://www.comuna-dumbraveni.ro,yes,200
SUCEAVA,ORAS LITENI,https://www.primaria-liteni.ro,yes,200
SUCEAVA,ORAS MILISAUTI,https://primariamilisauti.ro,yes,200
SUCEAVA,HANTESTI,https://N/A,no,fara url
SUCEAVA,HORODNIC DE JOS,http://horodnicdejos.ro,yes,200
SUCEAVA,IASLOVAT,http://www.comunaiaslovat.ro,yes,403
SUCEAVA,CACICA,https://www.comuna-cacica.ro,yes,200
SUCEAVA,ORAS VICOVU DE SUS,https://www.primaria-vicovudesus.ro,yes,200
SUCEAVA,SCHEIA,https://N/A,no,fara url
SUCEAVA,SERBAUTI,https://N/A,no,fara url
SUCEAVA,SIMINICEA,https://N/A,no,fara url
SIBIU,TARNAVA,https://www.primariatirnava.ro,yes,200
SUCEAVA,BERCHISESTI,https://comunaberchisesti.ro,yes,200
TELEORMAN,BEUCA,https://N/A,no,fara url
SUCEAVA,GRAMESTI,http://www.comunagramesti.ro,no,dns_failed_real
SUCEAVA,CALAFINDESTI,https://www.comunacalafindestisv.ro,no,dns_failed_real
TELEORMAN,BRAGADIRU,https://N/A,no,fara url
SUCEAVA,BREAZA,http://www.comunabreaza.eu,no,dns_failed_real
SUCEAVA,PALTINOASA,http://www.comunapaltinoasa.ro,no,dns_failed_real
TELEORMAN,BRANCENI,http://www.primariabrinceni.ro,no,dns_failed_real
SUCEAVA,VERESTI,http://www.eprimarii.ro/veresti,yes,404
SUCEAVA,VATRA MOLDOVITEI,http://www.primariavatramoldovitei.ro,yes,200
SUCEAVA,VICOVU DE JOS,https://www.primariavicovudejos.ro,yes,200
TELEORMAN,BUJORU,http://www.bujoru.ro,no,dns_failed_real
SUCEAVA,VAMA,https://www.comuna-vama.info,yes,200
TELEORMAN,DIDESTI,https://N/A,no,fara url
TELEORMAN,CALMATUIU,https://N/A,no,fara url
TELEORMAN,CIOLANESTI,https://N/A,no,fara url
TELEORMAN,CONTESTI,https://N/A,no,fara url
TELEORMAN,CREVENICU,https://N/A,no,fara url
TELEORMAN,COSMESTI,https://N/A,no,fara url
TELEORMAN,CERVENIA,https://N/A,no,fara url
TELEORMAN,BABAITA,http://www.primariababaitatr.ro,no,dns_failed_real
SUCEAVA,ZAMOSTEA,http://www.eprimarii.ro/zamostea,yes,200
SUCEAVA,TODIRESTI,http://www.comunatodiresti.ro,no,dns_failed_real
TELEORMAN,MUNICIPIUL ALEXANDRIA,https://www.alexandria.ro,yes,200
TELEORMAN,CALINESTI,http://www.calinestitr.ro,yes,200
TELEORMAN,CRANGENI,http://www.comunacringeni.ro,no,dns_failed_real
TELEORMAN,BUJORENI,http://www.comunabujoreni.ro,no,dns_failed_real
TELEORMAN,DOBROTESTI,http://www.primaria-dobrotesti.ro,no,dns_failed_real
TELEORMAN,ORBEASCA,http://primariaorbeasca.ro,yes,200
TELEORMAN,NASTURELU,http://www.primarianasturelu.ro,no,dns_failed_real
TELEORMAN,PERETU,https://primariaperetu.ro,no,dns_failed_real
TELEORMAN,PIETROSANI,http://primariapietrosani.ro,no,dns_failed_real
TELEORMAN,POENI,http://primaria-poeni.ro,no,dns_failed_real
TELEORMAN,LUNCA,http://www.primariaonline.ro/judet-Teleorman/primarie-LUNCA,yes,200
TELEORMAN,MARZANESTI,http://www.primariamarzanesti.ro,no,dns_failed_real
TELEORMAN,LITA,http://primaria-lita.ro,yes,403
TELEORMAN,NECSESTI,https://N/A,no,fara url
TELEORMAN,OLTENI,https://N/A,no,fara url
TELEORMAN,LISA,https://N/A,no,fara url
TELEORMAN,GALATENI,https://N/A,no,fara url
TELEORMAN,SCURTU MARE,https://N/A,no,fara url
TELEORMAN,SARBENI,https://N/A,no,fara url
TELEORMAN,SEGARCEA-VALE,https://N/A,no,fara url
TELEORMAN,RASMIRESTI,https://N/A,no,fara url
TELEORMAN,RADOIESTI,https://N/A,no,fara url
TELEORMAN,PLOSCA,https://N/A,no,fara url
TELEORMAN,SFINTESTI,https://N/A,no,fara url
TELEORMAN,SLOBOZIA MANDRA,https://N/A,no,fara url
TELEORMAN,STOROBANEASA,https://N/A,no,fara url
TELEORMAN,TALPA,https://N/A,no,fara url
TELEORMAN,TATARASTII DE JOS,https://N/A,no,fara url
TIMIS,BECICHERECU MIC,http://becicherecu-mic.ro,yes,403
TELEORMAN,UDA-CLOCOCIOV,https://N/A,no,fara url
TELEORMAN,SALCIA,http://www.primariasalciatr.ro,no,dns_failed_real
TELEORMAN,VARTOAPE,https://N/A,no,fara url
SUCEAVA,VOLOVAT,https://www.comunavolovat.ro,yes,200
TELEORMAN,SILISTEA,http://primariasilistea-tr.ro,no,dns_failed_real
TELEORMAN,ISLAZ,http://islaztr.ro,no,dns_failed_real
TIMIS,CRICIOVA,https://www.primariacriciova.ro,yes,200
TELEORMAN,ZAMBREASCA,https://N/A,no,fara url
TIMIS,BETHAUSEN,https://www.primariabethausen.ro,yes,200
TELEORMAN,TATARASTII DE SUS,https://www.primariatatarastiidesus.ro,no,dns_failed_real
TIMIS,COMLOSU MARE,http://www.comlosumare.ro,yes,403
TIMIS,FOENI,https://www.primariafoenitm.ro,yes,200
TIMIS,BALINT,https://www.primariabalint.ro,yes,200
TIMIS,GIULVAZ,https://www.primariagiulvaz.ro,yes,200
TIMIS,BRESTOVAT,http://www.brestovat.ro,no,dns_failed_real
TIMIS,BARA,https://www.comunabara.ro,yes,200
TIMIS,BANLOC,https://www.primaria-banloc.ro,yes,200
SUCEAVA,ORAS SALCEA,http://www.primariasalcea.ro,yes,522
TIMIS,BIRDA,https://www.birda.ro,yes,200
TIMIS,CARPINIS,http://primariacarpinis.ro,no,dns_failed_real
TIMIS,BOGDA,https://www.primariabogda.ro,yes,200
TIMIS,IECEA MARE,https://www.primariaieceamare.ro,yes,200
TIMIS,DUMBRAVITA,https://primaria-dumbravita.ro,yes,200
TELEORMAN,MAGURA,http://www.primariemagura.ro,no,dns_failed_real
TIMIS,MANASTIUR,https://www.primariamanastiur.ro,yes,200
TIMIS,CHEVERESU MARE,http://primaria.cheveresumare.ro,no,dns_failed_real
TIMIS,GIERA,http://www.comunagiera.ro,yes,200
TIMIS,GAVOJDIA,https://www.comunagavojdia.ro,yes,200
TIMIS,MUNICIPIUL LUGOJ,https://www.primarialugoj.ro,yes,200
TIMIS,MOSNITA NOUA,https://mosnita.ro,yes,200
TIMIS,REMETEA MARE,https://www.remeteamaretimis.ro,yes,200
TIMIS,GHILAD,https://www.comunaghilad.ro,yes,200
TIMIS,BARNA,https://www.primariabirna.ro,no,dns_failed_real
TIMIS,STIUCA,https://www.primariastiuca.ro,yes,200
TIMIS,TEREMIA MARE,http://www.primariateremiamare.ro,yes,200
TIMIS,FARDEA,https://www.primariafirdea.ro,no,dns_failed_real
TIMIS,MORAVITA,https://comunamoravita.ro,yes,200
TIMIS,PARTA,http://www.comunaparta.ro,no,dns_failed_real
TIMIS,SECAS,https://www.primariasecas.ro,yes,200
TIMIS,PESAC,https://www.primariapesac.ro,yes,200
TIMIS,PERIAM,https://primatimperiam.ro,no,dns_failed_real
TIMIS,SANANDREI,https://www.primaria-sinandrei.ro,no,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of 
TIMIS,TOMNATIC,http://www.primariatomnatic.ro,no,dns_failed_real
TIMIS,SANPETRU MARE,https://www.primariasanpetrumare.ro,yes,200
TIMIS,NADRAG,http://primarianadrag.ro,yes,200
TIMIS,TRAIAN VUIA,http://comunatraianvuia.ro,no,dns_failed_real
TIMIS,PADURENI,https://www.comunapadureni.ro,no,dns_failed_real
TIMIS,JEBEL,https://www.primariajebel.ro,yes,200
TULCEA,MALIUC,https://www.comuna-maliuc.ro,yes,200
TULCEA,TURCOAIA,https://www.primaria-turcoaia.ro,yes,200
TULCEA,CEATALCHIOI,https://www.primariaceatalchioi.ro,no,dns_failed_real
VASLUI,BACESTI,http://www.comunabacesti.ro,yes,200
VASLUI,MUNICIPIUL BARLAD,http://www.primariabarlad.ro,yes,500
VASLUI,ARSURA,https://www.comuna-arsura.ro,yes,200
TULCEA,SOMOVA,https://www.comunasomova.ro,no,dns_failed_real
TULCEA,SMARDAN,https://primariasmirdan.ro,no,dns_failed_real
VASLUI,BALTENI,https://www.comunabaltenivs.ro,yes,200
VASLUI,CODAESTI,https://www.primariacodaesti.ro,yes,200
TULCEA,SLAVA CERCHEZA,https://www.primariaslavacercheza.ro,no,dns_failed_real
VASLUI,BLAGESTI,http://www.comuna-blagesti.ro,no,dns_failed_real
TULCEA,STEJARU,https://www.primaria-stejaru.ro,yes,200
VASLUI,BOGDANITA,https://www.bogdanita.ro,yes,200
SATU MARE,BARSAU,https://comunabarsau.ro,no,URLError: <urlopen error timed out>
VASLUI,BANCA,http://comunabanca.ro,yes,200
VASLUI,DRANCENI,https://primariadrinceni.ro,no,dns_failed_real
VALCEA,ORAS HOREZU,http://www.orasul-horezu.ro/home,yes,404
VALCEA,LALOSU,https://N/A,no,fara url
VASLUI,GARCENI,https://www.primariagirceni.ro,no,dns_failed_real
VALCEA,GALICEA,https://primariagalicea-valcea.ro,yes,200
VASLUI,MUNICIPIUL VASLUI,https://www.primariavs.ro,yes,200
VASLUI,COSTESTI,http://www.comunacostestivs.ro,no,dns_failed_real
VASLUI,SULETEA,https://www.suletea.ro,no,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of 
VASLUI,PADURENI,https://www.comuna-padureni.ro,no,dns_failed_real
VALCEA,GHIOROIU,http://www.ghioroiu.ro,yes,200
VALCEA,GUSOENI,http://www.gusoeni.ro,yes,200
VALCEA,GOLESTI,http://www.comunagolesti.ro,yes,200
VASLUI,PUIESTI,https://www.comuna-puiesti-vaslui.ro,no,dns_failed_real
VALCEA,OLANU,https://N/A,no,fara url
VALCEA,LACUSTENI,https://lacusteni.ro,yes,200
VALCEA,LADESTI,https://primaria-ladesti.ro,yes,200
VALCEA,GLAVILE,https://www.glavile.ro,yes,200
VALCEA,SINESTI,https://N/A,no,fara url
VALCEA,STANESTI,https://N/A,no,fara url
VALCEA,MACIUCA,https://www.primaria-maciuca.ro,yes,200
VALCEA,ORAS OCNELE MARI,https://ocne.ro,yes,200
VALCEA,ALUNU,https://www.alunu.ro,yes,200
VALCEA,BARBATESTI,https://primariabarbatesti.ro/2018/primaria,yes,404
VALCEA,FRANCESTI,http://primariafrancesti-valcea.ro,yes,200
VALCEA,ORLESTI,http://primariaorlesti.ro,yes,200
VALCEA,PAUSESTI,https://www.comunapausesti-otasau.ro,yes,200
VALCEA,DRAGOESTI,http://www.primariadragoesti-valcea.ro,yes,403
VALCEA,IONESTI,https://comunaionestivalcea.ro,yes,200
VALCEA,OTESANI,http://www.primariaotesani.ro,no,dns_failed_real
VALCEA,RUNCU,http://primariaruncu-vl.ro,no,dns_failed_real
VRANCEA,RUGINESTI,https://www.ruginesti.ro,yes,200
VALCEA,SCUNDU,https://www.primariascundu.ro,no,dns_failed_real
VRANCEA,SLOBOZIA CIORASTI,http://www.primariasloboziaciorasti.ro,yes,200
VRANCEA,SLOBOZIA BRADULUI,https://www.slobozia-bradului.primarievrancea.ro,yes,200
VALCEA,FARTATESTI,http://comuna-fartatesti.ro,yes,200
BUCURESTI,BUCURESTI SECTORUL 3,https://www.primarie3.ro,yes,200
BUCURESTI,BUCURESTI SECTORUL 1,https://www.primariasector1.ro,yes,200
VRANCEA,VRANCIOAIA,http://www.vrincioaia.ro,yes,404
VALCEA,VALEA MARE,http://www.primariavaleamare-valcea.ro,no,dns_failed_real
VRANCEA,JITIA,http://jitia.infoprimarie.ro,no,dns_failed_real
BUCURESTI,BUCURESTI SECTORUL 5,http://www.sector5.ro,yes,200
VRANCEA,NARUJA,http://www.naruja.primarievn.ro,no,dns_failed_real
VRANCEA,PLOSCUTENI,http://primariaploscuteni.ro,no,dns_failed_real
TULCEA,VALEA TEILOR,https://www.primaria-valea-teilor.ro,yes,200
