judet,localitate,url,dns_ok,http_status,final_url,https_ok,is_primarie,cms,rss_url,rss_ok,last_signal_date,copyright_year,error
CLUJ,SANMARTIN,https://www.primariasinmartin.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.primariasinmartin.ro'. (_ssl.c:1016)"
CLUJ,TAGA,https://www.primariataga.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.primariataga.ro'. (_ssl.c:1016)"
CLUJ,UNGURAS,https://www.comunaunguras.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.comunaunguras.ro'. (_ssl.c:1016)"
CLUJ,TRITENII DE JOS,https://www.primariatriteniidejos.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.primariatriteniidejos.ro'. (_ssl.c:1016)"
CLUJ,VALEA IERII,https://www.primariavaleaierii.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.primariavaleaierii.ro'. (_ssl.c:1016)"
CONSTANTA,CIOBANU,http://primaria-ciobanu.ro,no,,,no,unclear,unknown,,no,,,dns_failed
CLUJ,SUATU,http://www.comunasuatu.ro,no,,,no,unclear,unknown,,no,,,dns_failed
CONSTANTA,HORIA,https://www.primariahoriaconstanta.ro,no,,,no,unclear,unknown,,no,,,dns_failed
CONSTANTA,CORBU,http://primariacorbu.ro,yes,,,no,unclear,unknown,,no,,,[Errno 11001] getaddrinfo failed
CLUJ,SIC,http://www.szek-sic.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
COVASNA,BIXAD,http://www.primariabixad.ro,no,,,no,unclear,unknown,,no,,,dns_failed
COVASNA,CATALINA,http://www.szentkatolna.info/ro/index.php?page=contact#2,no,,,no,unclear,unknown,,no,,,dns_failed
COVASNA,CHICHIS,http://www.ro.chichis.ro,no,,,no,unclear,unknown,,no,,,dns_failed
CONSTANTA,TOPALU,http://www.primariatopalu.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 410: Gone
CONSTANTA,VALU LUI TRAIAN,https://www.valu-lui-traian.ro,yes,,,no,unclear,unknown,,no,,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate (_ssl.c:1016)
CONSTANTA,MIHAI VITEAZU,http://www.primaria-mihaiviteazu.ro/index.html,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
COVASNA,ILIENI,https://ilieni.ro,yes,,,no,unclear,unknown,,no,,,Remote end closed connection without response
COVASNA,VALEA MARE,https://valeamare.info/index.php/ro,no,,,no,unclear,unknown,,no,,,dns_failed
COVASNA,LEMNIA,http://www.lemnia.ro/ro/index.php#1,yes,,,no,unclear,unknown,,no,,,HTTP Error 410: Gone
COVASNA,MERENI,https://kezdialmas.ro/index.php/hu,yes,,,no,unclear,unknown,,no,,,HTTP Error 503: Service Unavailable
CONSTANTA,CASTELU,http://www.primariacastelu.ro,yes,,,no,unclear,unknown,,no,,,timed out
DAMBOVITA,ORAS PUCIOASA,https://www.primpuc.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 403: Forbidden
DAMBOVITA,BRANISTEA,http://primaria-branistea.ro,no,,,no,unclear,unknown,,no,,,dns_failed
COVASNA,VALCELE,https://primariavalcele.ro/index.php/ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 503: Service Unavailable
DAMBOVITA,COSTESTII DIN VALE,http://primariacostestiidinvale.ro,no,,,no,unclear,unknown,,no,,,dns_failed
DAMBOVITA,DRAGOMIRESTI,http://primaria-dragomiresti.ro,no,,,no,unclear,unknown,,no,,,dns_failed
DAMBOVITA,GLODENI,http://www.primaria-glodeni.ro/p/acasa_48.html,no,,,no,unclear,unknown,,no,,,dns_failed
DAMBOVITA,MALU CU FLORI,http://primariamalucuflori.ro,no,,,no,unclear,unknown,,no,,,dns_failed
DAMBOVITA,MATASARU,http://www.primariamatasarudb.ro,no,,,no,unclear,unknown,,no,,,dns_failed
DAMBOVITA,MANESTI,http://www.primariamanesti.ro,no,,,no,unclear,unknown,,no,,,dns_failed
DAMBOVITA,PIETRARI,http://www.pietraridambovita.ro,no,,,no,unclear,unknown,,no,,,dns_failed
DAMBOVITA,CREVEDIA,http://www.primariacrevedia.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.primariacrevedia.ro'. (_ssl.c:1016)"
DAMBOVITA,SLOBOZIA MOARA,https://www.primariasloboziamoara.ro,no,,,no,unclear,unknown,,no,,,dns_failed
DAMBOVITA,MORTENI,http://primaria-morteni.ro/morteni,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
DAMBOVITA,RUNCU,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
DAMBOVITA,VALENI-DIMBOVITA,http://primaria-valeni-dambovita.ro,no,,,no,unclear,unknown,,no,,,dns_failed
DAMBOVITA,VLADENI,http://primaria-vladeni.ro,no,,,no,unclear,unknown,,no,,,dns_failed
DOLJ,BULZESTI,https://primariabulzesti.ro,no,,,no,unclear,unknown,,no,,,dns_failed
DOLJ,BOTOSESTI-PAIA,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
DOLJ,CERAT,https://primariacerat.ro,no,,,no,unclear,unknown,,no,,,dns_failed
DOLJ,CARPEN,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
DAMBOVITA,VULCANA-BAI,http://www.vulcanabai.ro/SiteNou,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
DOLJ,DOBROTESTI,http://www.primariadobrotesti.ro,no,,,no,unclear,unknown,,no,,,dns_failed
DOLJ,BUCOVAT,http://primaria-bucovat.ro/wp,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
DOLJ,GHERCESTI,http://www.primaria.ghercesti.ro,no,,,no,unclear,unknown,,no,,,dns_failed
DAMBOVITA,BUTIMANU,http://primaria-butimanu.ro,yes,,,no,unclear,unknown,,no,,,The read operation timed out
DOLJ,DIOSTI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
DOLJ,CETATE,http://www.primaria-cetate.ro/index.html,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
DOLJ,GOICEA,http://www.primaria-goicea.ro,no,,,no,unclear,unknown,,no,,,dns_failed
DOLJ,GRECESTI,https://comunagrecesti.ro,no,,,no,unclear,unknown,,no,,,dns_failed
DOLJ,MAGLAVIT,http://maglavit.info.ro,no,,,no,unclear,unknown,,no,,,dns_failed
DOLJ,MARSANI,http://www.primaria-mirsani.ro,no,,,no,unclear,unknown,,no,,,dns_failed
DOLJ,MURGASI,http://www.primaria.murgasi.ro,no,,,no,unclear,unknown,,no,,,dns_failed
DOLJ,OSTROVENI,https://comunaostroveni.ro,no,,,no,unclear,unknown,,no,,,dns_failed
DOLJ,SCAESTI,https://scaesti.info,no,,,no,unclear,unknown,,no,,,dns_failed
DOLJ,SEACA DE CAMP,http://www.seacadecamp-dolj.ro,no,,,no,unclear,unknown,,no,,,dns_failed
DOLJ,DRAGOTESTI,http://www.comunadragotesti.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 500: Internal Server Error
DOLJ,TEASC,https://www.primariateasc.ro,no,,,no,unclear,unknown,,no,,,dns_failed
DOLJ,URZICUTA,http://www.primaria-urzicuta.ro,no,,,no,unclear,unknown,,no,,,dns_failed
DOLJ,VARTOP,http://primaria-vartop.ro/wp,no,,,no,unclear,unknown,,no,,,dns_failed
DOLJ,VELA,http://vela-dolj.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GALATI,BALASESTI,http://www.primariabalasesti.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GALATI,DRAGUSENI,http://www.dragusenigalati.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GALATI,MUNICIPIUL GALATI,https://www.primariagalati.ro/portal/index.php,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
DOLJ,SOPOT,http://primaria-sopot.ro/wp,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
GALATI,COSTACHE NEGRI,http://primariacostachenegri.ro/index.php,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
GALATI,PECHEA,https://www.pecheagalati.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GALATI,RADESTI,http://www.radestigl.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GALATI,SMULTI,http://www.primaria-smulti.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GALATI,SUCEVENI,http://www.primariasuceveni.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GALATI,SUHURLUI,http://www.primariasuhurlui.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GALATI,FOLTESTI,http://www.comunafoltesti.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 403: Forbidden
GALATI,INDEPENDENTA,http://www.primaria-independenta.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 403: Forbidden
GALATI,VARLEZI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
GIURGIU,COLIBASI,http://www.primariacolibasi.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GIURGIU,GHIMPATI,http://www.primariaghimpati.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GIURGIU,CLEJANI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
GIURGIU,GRADINARI,https://primariagradinari-gr.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GIURGIU,IEPURESTI,http://www.primariaiepuresti.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GIURGIU,HOTARELE,https://primariahotarele.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GIURGIU,MARSA,http://primariamirsa.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GALATI,TUDOR VLADIMIRESCU,https://www.tudor-vladimirescu.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 403: Forbidden
GIURGIU,ISVOARELE,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
GIURGIU,OGREZENI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
GIURGIU,PRUNDU,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
GIURGIU,IZVOARELE,http://www.primariaizvoarelegiurgiu.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 410: Gone
GIURGIU,VANATORII MICI,http://www.primariavanatoriimici.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GIURGIU,ULMI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
GIURGIU,VALEA DRAGULUI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
GORJ,ORAS TURCENI,http://www.turceni.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GORJ,ALIMPESTI,http://www.primariaalimpesti.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GORJ,ALBENI,https://primariaalbeni.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GORJ,BENGESTI-CIOCADIA,http://www.primariabengesti.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GORJ,BRANESTI,http://www.branestigorj.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GORJ,BUMBESTI-PITIC,http://primariabumbestipitic.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GORJ,CALNIC,http://www.primariacilnic.ro/contact.php,no,,,no,unclear,unknown,,no,,,dns_failed
GORJ,BERLESTI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
GORJ,DRAGUTESTI,http://www.primariadragutesti.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GORJ,GODINESTI,http://www.primariagodinesti-gorj.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GORJ,FARCASESTI,http://www.primaria-farcasesti.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GORJ,IONESTI,http://www.primariaionesti-gorj.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GORJ,PADES,http://www.primaria-pades.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GORJ,PLOPSORU,http://www.primariaplopsoru.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GORJ,SLIVILESTI,http://www.primariaslivilesti.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GORJ,SACELU,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
GORJ,STOINA,https://primariastoina.ro,no,,,no,unclear,unknown,,no,,,dns_failed
GORJ,SAMARINESTI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
GORJ,BAIA DE FIER,http://www.primariabaiadefier.ro,yes,,,no,unclear,unknown,,no,,,[Errno 11001] getaddrinfo failed
HARGHITA,ORAS BAILE TUSNAD,https://tusnadfurdo.info/ro,no,,,no,unclear,unknown,,no,,,dns_failed
HARGHITA,AVRAMESTI,http://www.szentabraham.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 410: Gone
HARGHITA,DARJIU,https://www.comunadirjiu.ro,no,,,no,unclear,unknown,,no,,,dns_failed
HARGHITA,CORUND,https://www.primariacorund.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 410: Gone
HARGHITA,FELICENI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
HARGHITA,SACEL,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
HARGHITA,SANCRAIENI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
HARGHITA,CIUMANI,https://www.csomafalva.info,yes,,,no,unclear,unknown,,no,,,HTTP Error 500: Internal Server Error
HARGHITA,LAZAREA,https://www.lazarea.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 503: Service Unavailable
HARGHITA,REMETEA,https://gyergyoremete.ro/ro_RO,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
HARGHITA,SANMARTIN,https://csikszentmarton.ro/ro/acasa,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
HARGHITA,SUSENI,http://www.suseni.ro/ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
HARGHITA,VARSAG,http://www.comunavarsag.ro/main,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
HARGHITA,MUNICIPIUL GHEORGHENI,https://www.gheorgheni.ro,yes,,,no,unclear,unknown,,no,,,timed out
HUNEDOARA,CRISCIOR,http://www.comuna-criscior.ro,no,,,no,unclear,unknown,,no,,,dns_failed
HUNEDOARA,LUNCOIU DE JOS,http://www.luncoi.ro/primaria/primaria.php,no,,,no,unclear,unknown,,no,,,dns_failed
HUNEDOARA,RAU DE MORI,https://riu-de-mori.ro,no,,,no,unclear,unknown,,no,,,dns_failed
HUNEDOARA,LUNCA CERNII DE JOS,http://www.comuna-luncacerniidejos.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 410: Gone
HUNEDOARA,ORAS SIMERIA,http://www.primariasimeria.ro/default.aspx,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
HUNEDOARA,HARAU,https://primariaharau.ro/harau/index.php/primariaharau,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
IALOMITA,ALEXENI,https://www.primariaalexeni.ro,no,,,no,unclear,unknown,,no,,,dns_failed
HUNEDOARA,ILIA,https://primariailia.ro/ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
IALOMITA,BARCANESTI,http://www.primariabarcanestiialomita.ro,no,,,no,unclear,unknown,,no,,,dns_failed
IALOMITA,CIOCHINA,http://www.primariaciochina.ro,no,,,no,unclear,unknown,,no,,,dns_failed
IALOMITA,MUNICIPIUL FETESTI,https://www.primariafetesti.ro,yes,,,no,unclear,unknown,,no,,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1016)
IALOMITA,FACAENI,https://www.primariafacaeni.ro,no,,,no,unclear,unknown,,no,,,dns_failed
IALOMITA,DRAGOESTI,http://www.comunadragoesti.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 403: Forbidden
IALOMITA,JILAVELE,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
IALOMITA,REVIGA,http://www.primariareviga.ro,no,,,no,unclear,unknown,,no,,,dns_failed
HUNEDOARA,MUNICIPIUL LUPENI,https://primarialupeni.ro,yes,,,no,unclear,unknown,,no,,,The read operation timed out
IASI,ANDRIESENI,http://www.primariaandrieseni.ro,no,,,no,unclear,unknown,,no,,,dns_failed
IASI,BELCESTI,https://primaria.belcesti.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 410: Gone
IASI,COTNARI,http://www.primaria-cotnari.ro/contact.html,no,,,no,unclear,unknown,,no,,,dns_failed
IASI,MUNICIPIUL PASCANI,http://primariapascani.ro/primarie,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
IASI,DAGATA,http://www.primariadagita.ro,no,,,no,unclear,unknown,,no,,,dns_failed
IASI,CUCUTENI,http://primariacucuteni.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 500: Internal Server Error
IASI,GOLAIESTI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
IASI,SCHITU DUCA,http://www.primariaschituduca.ro,no,,,no,unclear,unknown,,no,,,dns_failed
IASI,RUGINOASA,http://primaria-ruginoasa.ro,no,,,no,unclear,unknown,,no,,,dns_failed
IASI,SCANTEIA,http://www.primariascinteia.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 410: Gone
IASI,LESPEZI,https://www.primarialespezi.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
IASI,SIRETEL,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
IASI,VICTORIA,https://newsite.comunavictoria.ro,no,,,no,unclear,unknown,,no,,,dns_failed
IASI,TUTORA,http://www.primariatutora.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 410: Gone
IASI,VALEA SEACA,https://www.valeaseaca.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
IASI,VLADENI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
IASI,TIBANESTI,https://www.primariatibanesti.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.primariatibanesti.ro'. (_ssl.c:1016)"
ILFOV,DARASTI-ILFOV,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
ILFOV,MOGOSOAIA,https://primaria.mogosoaia.ro,yes,,,no,unclear,unknown,,no,,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1016)
IASI,ERBICENI,http://primariaerbiceni.ro,yes,,,no,unclear,unknown,,no,,,timed out
ILFOV,PERIS,http://www.primaria-peris.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.perisulmeu.ro'. (_ssl.c:1016)"
MARAMURES,ORAS CAVNIC,https://www.cavnic.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.cavnic.ro'. (_ssl.c:1016)"
MARAMURES,BISTRA,https://www.primariabistra.ro,no,,,no,unclear,unknown,,no,,,dns_failed
MARAMURES,ORAS VISEU DE SUS,https://www.viseudesus.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 410: Gone
MARAMURES,COAS,https://www.primariacoas.ro,no,,,no,unclear,unknown,,no,,,dns_failed
MARAMURES,CAMPULUNG LA TISA,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MARAMURES,CUPSENI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MARAMURES,CALINESTI,https://www.calinesti.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.calinesti.ro'. (_ssl.c:1016)"
MARAMURES,COROIENI,https://www.comunacoroieni.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.comunacoroieni.ro'. (_ssl.c:1016)"
MARAMURES,ASUAJU DE SUS,https://www.comunaasuajudesus.ro/index.php/ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
MARAMURES,IEUD,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MARAMURES,POIENILE DE SUB MUNTE,http://www.primariapoieniledesubmunte.ro,no,,,no,unclear,unknown,,no,,,dns_failed
MARAMURES,CERNESTI,https://www.comunacernesti.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.comunacernesti.ro'. (_ssl.c:1016)"
MARAMURES,DUMBRAVITA,https://www.primariadumbravitamm.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.primariadumbravitamm.ro'. (_ssl.c:1016)"
MARAMURES,GROSII TIBLESULUI,https://www.grosiitiblesului.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.grosiitiblesului.ro'. (_ssl.c:1016)"
MARAMURES,SACEL,http://www.primariasacel.ro,no,,,no,unclear,unknown,,no,,,dns_failed
MARAMURES,REMETI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MARAMURES,SAPANTA,https://www.primaria-sapanta.com,no,,,no,unclear,unknown,,no,,,dns_failed
MARAMURES,SIEU,http://primaria-sieu.ro,no,,,no,unclear,unknown,,no,,,dns_failed
MARAMURES,RUSCOVA,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MARAMURES,MIRESU MARE,https://www.miresu-mare.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.miresu-mare.ro'. (_ssl.c:1016)"
MARAMURES,ONCESTI,https://www.primariaoncesti.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.primariaoncesti.ro'. (_ssl.c:1016)"
MARAMURES,REPEDEA,https://www.comunarepedea.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.comunarepedea.ro'. (_ssl.c:1016)"
MARAMURES,PETROVA,http://www.primaria-petrova.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.primaria-petrova.ro'. (_ssl.c:1016)"
MARAMURES,BAIUT,https://www.comunabaiut.ro/ari2_364-contact.html,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
MARAMURES,VADU IZEI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MARAMURES,STRAMTURA,https://www.primariastramtura.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 410: Gone
MARAMURES,VIMA MICA,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,BALACITA,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,BALTA,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,BREZNITA-MOTRU,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,BROSTENI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,GODEANU,https://primaria-godeanu.ro,no,,,no,unclear,unknown,,no,,,dns_failed
MARAMURES,VISEU DE JOS,https://www.primaria-viseudejos.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.primaria-viseudejos.ro'. (_ssl.c:1016)"
MEHEDINTI,CAZANESTI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,BALA,http://www.primariacomuneibala.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 403: Forbidden
MEHEDINTI,CIRESU,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,JIANA,https://primaria-jiana.ro,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,CUJMIR,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,DARVARI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,MALOVAT,http://www.primariamalovat.ro,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,MUNICIPIUL ORSOVA,https://www.primariaorsova.ro,yes,,,no,unclear,unknown,,no,,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1016)
MEHEDINTI,PODENI,http://comunapodenimh.ro,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,DUMBRAVA,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,ESELNITA,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,FLORESTI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,GARLA MARE,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,GRECI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,PRUNISOR,http://www.primariaprunisor.ro,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,ROGOVA,http://www.cetateaseverinului.ro,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,GROZESTI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,GRUIA,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,HINOVA,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,ILOVAT,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,ISVERNA,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,HUSNICIOARA,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,OBARSIA DE CAMP,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,IZVORU BARZII,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,OBARSIA-CLOSANI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,OPRISOR,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,PADINA,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,LIVEZILE,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,POROINA MARE,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,PRISTOL,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,SISESTI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
MEHEDINTI,SALCIA,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
